page	src	url	status
Home.html	./Assets/Park-Images/EPCOT/epcot-spaceship-earth.jpg	https://rodrigofalco.github.io/disney-universal-kb/Assets/Park-Images/EPCOT/epcot-spaceship-earth.jpg	200
index.html	./Assets/Park-Images/EPCOT/epcot-spaceship-earth.jpg	https://rodrigofalco.github.io/disney-universal-kb/Assets/Park-Images/EPCOT/epcot-spaceship-earth.jpg	200
Disney/Parks/Disney's-Hollywood-Studios.html	../.././../Assets/Park-Images/Hollywood-Studios/hollywood-studios-tower-of-terror.jpg	https://rodrigofalco.github.io/Assets/Park-Images/Hollywood-Studios/hollywood-studios-tower-of-terror.jpg	404
Disney/Parks/Disney's-Animal-Kingdom.html	../.././../Assets/Park-Images/Animal-Kingdom/animal-kingdom-tree-of-life.jpg	https://rodrigofalco.github.io/Assets/Park-Images/Animal-Kingdom/animal-kingdom-tree-of-life.jpg	404
Disney/Parks/EPCOT.html	../.././../Assets/Park-Images/EPCOT/epcot-spaceship-earth.jpg	https://rodrigofalco.github.io/Assets/Park-Images/EPCOT/epcot-spaceship-earth.jpg	404
Disney/Parks/Magic-Kingdom.html	../.././../Assets/Park-Images/Magic-Kingdom/space-mountain-magic-kingdom.jpg	https://rodrigofalco.github.io/Assets/Park-Images/Magic-Kingdom/space-mountain-magic-kingdom.jpg	404
Disney/Resorts/Disney's-Pop-Century-Resort.html	../.././../Assets/Resort-Images/Pop-Century/pop-century-resort.png	https://rodrigofalco.github.io/Assets/Resort-Images/Pop-Century/pop-century-resort.png	404
Disney/Parks/EPCOT/index.html	../.././../Assets/Park-Images/EPCOT/epcot-spaceship-earth.jpg	https://rodrigofalco.github.io/disney-universal-kb/Assets/Park-Images/EPCOT/epcot-spaceship-earth.jpg	200
Disney/Parks/Disney's-Hollywood-Studios/index.html	../.././../Assets/Park-Images/Hollywood-Studios/hollywood-studios-tower-of-terror.jpg	https://rodrigofalco.github.io/disney-universal-kb/Assets/Park-Images/Hollywood-Studios/hollywood-studios-tower-of-terror.jpg	200
Disney/Parks/Magic-Kingdom/index.html	../.././../Assets/Park-Images/Magic-Kingdom/space-mountain-magic-kingdom.jpg	https://rodrigofalco.github.io/disney-universal-kb/Assets/Park-Images/Magic-Kingdom/space-mountain-magic-kingdom.jpg	200
Disney/Parks/Disney's-Animal-Kingdom/index.html	../.././../Assets/Park-Images/Animal-Kingdom/animal-kingdom-tree-of-life.jpg	https://rodrigofalco.github.io/disney-universal-kb/Assets/Park-Images/Animal-Kingdom/animal-kingdom-tree-of-life.jpg	200
Disney/Parks/EPCOT/Attractions/Journey-of-Water,-Inspired-by-Moana.html	../../../.././../../../Assets/Attraction-Images/EPCOT/journey-of-water-inspired-by-moana.png	https://rodrigofalco.github.io/Assets/Attraction-Images/EPCOT/journey-of-water-inspired-by-moana.png	404
Disney/Parks/EPCOT/Attractions/Turtle-Talk-with-Crush.html	../../../.././../../../Assets/Attraction-Images/EPCOT/turtle-talk-with-crush.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/EPCOT/turtle-talk-with-crush.jpg	404
Disney/Parks/EPCOT/Attractions/Spaceship-Earth.html	../../../.././../../../Assets/Attraction-Images/EPCOT/spaceship-earth.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/EPCOT/spaceship-earth.jpg	404
Disney/Parks/EPCOT/Attractions/Guardians-of-the-Galaxy---Cosmic-Rewind.html	../../../.././../../../../Assets/Attraction-Images/EPCOT/guardians-cosmic-rewind.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/EPCOT/guardians-cosmic-rewind.jpg	404
Disney/Parks/EPCOT/Attractions/Living-with-the-Land.html	../../../.././../../../../Assets/Attraction-Images/EPCOT/living-with-the-land.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/EPCOT/living-with-the-land.jpg	404
Disney/Parks/EPCOT/Attractions/Soarin'-Around-the-World.html	../../../.././../../../Assets/Attraction-Images/EPCOT/soarin-around-the-world.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/EPCOT/soarin-around-the-world.jpg	404
Disney/Parks/EPCOT/Attractions/Frozen-Ever-After.html	../../../.././../../../../Assets/Attraction-Images/EPCOT/frozen-ever-after.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/EPCOT/frozen-ever-after.jpg	404
Disney/Parks/EPCOT/Attractions/Gran-Fiesta-Tour-Starring-The-Three-Caballeros.html	../../../.././../../../../Assets/Attraction-Images/EPCOT/gran-fiesta-tour.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/EPCOT/gran-fiesta-tour.jpg	404
Disney/Parks/EPCOT/Attractions/Ranked.html	../../../.././../../../Assets/Attraction-Images/EPCOT/ranked.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/EPCOT/ranked.jpg	404
Disney/Parks/EPCOT/Attractions/Luminous---The-Symphony-of-Us.html	../../../.././../../../../Assets/Attraction-Images/EPCOT/luminous.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/EPCOT/luminous.jpg	404
Disney/Parks/EPCOT/Attractions/Mission---SPACE-Orange.html	../../../.././../../../Assets/Attraction-Images/EPCOT/mission-space-orange.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/EPCOT/mission-space-orange.jpg	404
Disney/Parks/EPCOT/Attractions/Remy's-Ratatouille-Adventure.html	../../../.././../../../Assets/Attraction-Images/EPCOT/remys-ratatouille-adventure.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/EPCOT/remys-ratatouille-adventure.jpg	404
Disney/Parks/EPCOT/Attractions/Test-Track.html	../../../.././../../../Assets/Attraction-Images/EPCOT/test-track.png	https://rodrigofalco.github.io/Assets/Attraction-Images/EPCOT/test-track.png	404
Disney/Parks/Disney's-Hollywood-Studios/Attractions/Toy-Story-Mania!.html	../../../.././../../../Assets/Attraction-Images/Hollywood-Studios/toy-story-mania.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Hollywood-Studios/toy-story-mania.jpg	404
Disney/Parks/Disney's-Hollywood-Studios/Attractions/Star-Tours---The-Adventures-Continue.html	../../../.././../../../Assets/Attraction-Images/Hollywood-Studios/star-tours-the-adventures-continue.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Hollywood-Studios/star-tours-the-adventures-continue.jpg	404
Disney/Parks/Disney's-Hollywood-Studios/Attractions/Indiana-Jones-Epic-Stunt-Spectacular!.html	../../../.././../../../../Assets/Attraction-Images/Hollywood-Studios/indiana-jones-epic-stunt-spectacular.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Hollywood-Studios/indiana-jones-epic-stunt-spectacular.jpg	404
Disney/Parks/Disney's-Hollywood-Studios/Attractions/Slinky-Dog-Dash.html	../../../.././../../../../Assets/Attraction-Images/Hollywood-Studios/slinky-dog-dash.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Hollywood-Studios/slinky-dog-dash.jpg	404
Disney/Parks/Disney's-Hollywood-Studios/Attractions/Ranked.html	../../../.././../../../Assets/Attraction-Images/Hollywood-Studios/ranked.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Hollywood-Studios/ranked.jpg	404
Disney/Parks/Disney's-Hollywood-Studios/Attractions/The-Twilight-Zone-Tower-of-Terror.html	../../../.././../../../Assets/Attraction-Images/Hollywood-Studios/the-twilight-zone-tower-of-terror.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Hollywood-Studios/the-twilight-zone-tower-of-terror.jpg	404
Disney/Parks/Disney's-Hollywood-Studios/Attractions/Millennium-Falcon---Smugglers-Run.html	../../../.././../../../Assets/Attraction-Images/Hollywood-Studios/millennium-falcon-smugglers-run.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Hollywood-Studios/millennium-falcon-smugglers-run.jpg	404
Disney/Parks/Disney's-Hollywood-Studios/Attractions/Fantasmic!.html	../../../.././../../../Assets/Attraction-Images/Hollywood-Studios/fantasmic.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Hollywood-Studios/fantasmic.jpg	404
Disney/Parks/Disney's-Hollywood-Studios/Attractions/Star-Wars---Rise-of-the-Resistance.html	../../../.././../../../Assets/Attraction-Images/Hollywood-Studios/star-wars-rise-of-the-resistance.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Hollywood-Studios/star-wars-rise-of-the-resistance.jpg	404
Disney/Parks/Disney's-Hollywood-Studios/Attractions/Mickey--and--Minnie's-Runaway-Railway.html	../../../.././../../../Assets/Attraction-Images/Hollywood-Studios/mickey-and-minnies-runaway-railway.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Hollywood-Studios/mickey-and-minnies-runaway-railway.jpg	404
Disney/Parks/Disney's-Hollywood-Studios/Attractions/For-the-First-Time-in-Forever---A-Frozen-Sing-Along-Celebration.html	../../../.././../../../Assets/Attraction-Images/Hollywood-Studios/for-the-first-time-in-forever-a-frozen-sing-along-celebration.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Hollywood-Studios/for-the-first-time-in-forever-a-frozen-sing-along-celebration.jpg	404
Disney/Parks/Disney's-Hollywood-Studios/Attractions/Rock-'n'-Roller-Coaster.html	../../../.././../../../../Assets/Attraction-Images/Hollywood-Studios/rock-n-roller-coaster.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Hollywood-Studios/rock-n-roller-coaster.jpg	404
Disney/Parks/Magic-Kingdom/Attractions/Tomorrowland-Transit-Authority-PeopleMover.html	../../../.././../../../../Assets/Attraction-Images/Magic-Kingdom/peoplemover.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Magic-Kingdom/peoplemover.jpg	404
Disney/Parks/Magic-Kingdom/Attractions/Tiana's-Bayou-Adventure.html	../../../.././../../../Assets/Attraction-Images/Magic-Kingdom/tianas-bayou-adventure.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Magic-Kingdom/tianas-bayou-adventure.jpg	404
Disney/Parks/Magic-Kingdom/Attractions/Dumbo-the-Flying-Elephant.html	../../../.././../../../Assets/Attraction-Images/Magic-Kingdom/dumbo-the-flying-elephant.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Magic-Kingdom/dumbo-the-flying-elephant.jpg	404
Disney/Parks/Magic-Kingdom/Attractions/Buzz-Lightyear's-Space-Ranger-Spin.html	../../../.././../../../../Assets/Attraction-Images/Magic-Kingdom/buzz-lightyear-space-ranger-spin.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Magic-Kingdom/buzz-lightyear-space-ranger-spin.jpg	404
Disney/Parks/Magic-Kingdom/Attractions/The-Hall-of-Presidents.html	../../../.././../../../../Assets/Attraction-Images/Magic-Kingdom/hall-of-presidents.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Magic-Kingdom/hall-of-presidents.jpg	404
Disney/Parks/Magic-Kingdom/Attractions/Space-Mountain.html	../../../.././../../../../Assets/Attraction-Images/Magic-Kingdom/space-mountain.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Magic-Kingdom/space-mountain.jpg	404
Disney/Parks/Magic-Kingdom/Attractions/it's-a-small-world.html	../../../.././../../../../Assets/Attraction-Images/Magic-Kingdom/its-a-small-world.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Magic-Kingdom/its-a-small-world.jpg	404
Disney/Parks/Magic-Kingdom/Attractions/TRON-Lightcycle-----Run.html	../../../.././../../../Assets/Attraction-Images/Magic-Kingdom/tron-lightcycle-run.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Magic-Kingdom/tron-lightcycle-run.jpg	404
Disney/Parks/Magic-Kingdom/Attractions/Ranked.html	../../../.././../../../Assets/Attraction-Images/Magic-Kingdom/ranked.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Magic-Kingdom/ranked.jpg	404
Disney/Parks/Magic-Kingdom/Attractions/Mickey's-PhilharMagic.html	../../../.././../../../Assets/Attraction-Images/Magic-Kingdom/mickeys-philharmagic.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Magic-Kingdom/mickeys-philharmagic.jpg	404
Disney/Parks/Magic-Kingdom/Attractions/Monsters,-Inc.-Laugh-Floor.html	../../../.././../../../Assets/Attraction-Images/Magic-Kingdom/monsters-inc-laugh-floor.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Magic-Kingdom/monsters-inc-laugh-floor.jpg	404
Disney/Parks/Magic-Kingdom/Attractions/Big-Thunder-Mountain-Railroad.html	../../../.././../../../../Assets/Attraction-Images/Magic-Kingdom/big-thunder-mountain.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Magic-Kingdom/big-thunder-mountain.jpg	404
Disney/Parks/Magic-Kingdom/Attractions/Haunted-Mansion.html	../../../.././../../../Assets/Attraction-Images/Magic-Kingdom/haunted-mansion.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Magic-Kingdom/haunted-mansion.jpg	404
Disney/Parks/Magic-Kingdom/Attractions/Pirates-of-the-Caribbean.html	../../../.././../../../Assets/Attraction-Images/Magic-Kingdom/pirates-of-the-caribbean.png	https://rodrigofalco.github.io/Assets/Attraction-Images/Magic-Kingdom/pirates-of-the-caribbean.png	404
Disney/Parks/Magic-Kingdom/Attractions/Carousel-of-Progress.html	../../../.././../../../../Assets/Attraction-Images/Magic-Kingdom/carousel-of-progress.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Magic-Kingdom/carousel-of-progress.jpg	404
Disney/Parks/Magic-Kingdom/Attractions/Seven-Dwarfs-Mine-Train.html	../../../.././../../../Assets/Attraction-Images/Magic-Kingdom/seven-dwarfs-mine-train.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Magic-Kingdom/seven-dwarfs-mine-train.jpg	404
Disney/Parks/Magic-Kingdom/Attractions/Happily-Ever-After.html	../../../.././../../../Assets/Attraction-Images/Magic-Kingdom/happily-ever-after.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Magic-Kingdom/happily-ever-after.jpg	404
Disney/Parks/Magic-Kingdom/Attractions/Peter-Pan's-Flight.html	../../../.././../../../Assets/Attraction-Images/Magic-Kingdom/peter-pans-flight.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Magic-Kingdom/peter-pans-flight.jpg	404
Disney/Parks/Magic-Kingdom/Attractions/Jungle-Cruise.html	../../../.././../../../../Assets/Attraction-Images/Magic-Kingdom/jungle-cruise.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Magic-Kingdom/jungle-cruise.jpg	404
Disney/Parks/Disney's-Animal-Kingdom/Attractions/Maharajah-Jungle-Trek.html	../../../.././../../../../Assets/Attraction-Images/Animal-Kingdom/maharajah-jungle-trek.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Animal-Kingdom/maharajah-jungle-trek.jpg	404
Disney/Parks/Disney's-Animal-Kingdom/Attractions/Festival-of-the-Lion-King.html	../../../.././../../../Assets/Attraction-Images/Animal-Kingdom/festival-of-the-lion-king.png	https://rodrigofalco.github.io/Assets/Attraction-Images/Animal-Kingdom/festival-of-the-lion-king.png	404
Disney/Parks/Disney's-Animal-Kingdom/Attractions/Expedition-Everest---Legend-of-the-Forbidden-Mountain.html	../../../.././../../../Assets/Attraction-Images/Animal-Kingdom/expedition-everest-legend-of-the-forbidden-mountain.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Animal-Kingdom/expedition-everest-legend-of-the-forbidden-mountain.jpg	404
Disney/Parks/Disney's-Animal-Kingdom/Attractions/Finding-Nemo---The-Big-Blue...-and-Beyond!.html	../../../.././../../../Assets/Attraction-Images/Animal-Kingdom/finding-nemo-the-big-blue-and-beyond.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Animal-Kingdom/finding-nemo-the-big-blue-and-beyond.jpg	404
Disney/Parks/Disney's-Animal-Kingdom/Attractions/Gorilla-Falls-Exploration-Trail.html	../../../.././../../../Assets/Attraction-Images/Animal-Kingdom/gorilla-falls-exploration-trail.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Animal-Kingdom/gorilla-falls-exploration-trail.jpg	404
Disney/Parks/Disney's-Animal-Kingdom/Attractions/Ranked.html	../../../.././../../../Assets/Attraction-Images/Animal-Kingdom/ranked.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Animal-Kingdom/ranked.jpg	404
Disney/Parks/Disney's-Animal-Kingdom/Attractions/Na'vi-River-Journey.html	../../../.././../../../../Assets/Attraction-Images/Animal-Kingdom/navi-river-journey.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Animal-Kingdom/navi-river-journey.jpg	404
Disney/Parks/Disney's-Animal-Kingdom/Attractions/Kilimanjaro-Safaris.html	../../../.././../../../Assets/Attraction-Images/Animal-Kingdom/kilimanjaro-safaris.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Animal-Kingdom/kilimanjaro-safaris.jpg	404
Disney/Parks/Disney's-Animal-Kingdom/Attractions/Kali-River-Rapids.html	../../../.././../../../../Assets/Attraction-Images/Animal-Kingdom/kali-river-rapids.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Animal-Kingdom/kali-river-rapids.jpg	404
Disney/Parks/Disney's-Animal-Kingdom/Attractions/Zootopia---Better-Zoogether!.html	../../../.././../../../Assets/Attraction-Images/Animal-Kingdom/zootopia-better-zoogether.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Animal-Kingdom/zootopia-better-zoogether.jpg	404
Disney/Parks/Disney's-Animal-Kingdom/Attractions/Avatar-Flight-of-Passage.html	../../../.././../../../../Assets/Attraction-Images/Animal-Kingdom/avatar-flight-of-passage.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Animal-Kingdom/avatar-flight-of-passage.jpg	404
Universal/Parks/Universal-Studios-Florida.html	../.././../Assets/Park-Images/Universal-Studios-Florida/diagon-alley.jpg	https://rodrigofalco.github.io/Assets/Park-Images/Universal-Studios-Florida/diagon-alley.jpg	404
Universal/Parks/Universal-Epic-Universe.html	../.././../Assets/Park-Images/Epic-Universe/stardust-racers.jpg	https://rodrigofalco.github.io/Assets/Park-Images/Epic-Universe/stardust-racers.jpg	404
Universal/Parks/Universal-Islands-of-Adventure.html	../.././../Assets/Park-Images/Islands-of-Adventure/velocicoaster.jpg	https://rodrigofalco.github.io/Assets/Park-Images/Islands-of-Adventure/velocicoaster.jpg	404
Universal/Resorts/Universal's-Endless-Summer-Resort---Surfside-Inn-and-Suites.html	../.././../Assets/Resort-Images/Surfside/surfside-inn-and-suites.png	https://rodrigofalco.github.io/Assets/Resort-Images/Surfside/surfside-inn-and-suites.png	404
Universal/Parks/Universal-Epic-Universe/index.html	../.././../Assets/Park-Images/Epic-Universe/stardust-racers.jpg	https://rodrigofalco.github.io/disney-universal-kb/Assets/Park-Images/Epic-Universe/stardust-racers.jpg	200
Universal/Parks/Universal-Studios-Florida/index.html	../.././../Assets/Park-Images/Universal-Studios-Florida/diagon-alley.jpg	https://rodrigofalco.github.io/disney-universal-kb/Assets/Park-Images/Universal-Studios-Florida/diagon-alley.jpg	200
Universal/Parks/Universal-Islands-of-Adventure/index.html	../.././../Assets/Park-Images/Islands-of-Adventure/velocicoaster.jpg	https://rodrigofalco.github.io/disney-universal-kb/Assets/Park-Images/Islands-of-Adventure/velocicoaster.jpg	200
Universal/Parks/Universal-Epic-Universe/Attractions/Mario-Kart---Bowser's-Challenge.html	../../../.././../../../Assets/Attraction-Images/Epic-Universe/mario-kart-bowsers-challenge.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Epic-Universe/mario-kart-bowsers-challenge.jpg	404
Universal/Parks/Universal-Epic-Universe/Attractions/The-Untrainable-Dragon.html	../../../.././../../../Assets/Attraction-Images/Epic-Universe/the-untrainable-dragon.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Epic-Universe/the-untrainable-dragon.jpg	404
Universal/Parks/Universal-Epic-Universe/Attractions/Meet-Toothless-and-Friends.html	../../../.././../../../Assets/Attraction-Images/Epic-Universe/meet-toothless-and-friends.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Epic-Universe/meet-toothless-and-friends.jpg	404
Universal/Parks/Universal-Epic-Universe/Attractions/Stardust-Racers.html	../../../.././../../../../Assets/Attraction-Images/Epic-Universe/stardust-racers.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Epic-Universe/stardust-racers.jpg	404
Universal/Parks/Universal-Epic-Universe/Attractions/Monsters-Unchained---The-Frankenstein-Experiment.html	../../../.././../../../Assets/Attraction-Images/Epic-Universe/monsters-unchained.png	https://rodrigofalco.github.io/Assets/Attraction-Images/Epic-Universe/monsters-unchained.png	404
Universal/Parks/Universal-Epic-Universe/Attractions/Astronomica.html	../../../.././../../../Assets/Attraction-Images/Epic-Universe/astronomica.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Epic-Universe/astronomica.jpg	404
Universal/Parks/Universal-Epic-Universe/Attractions/Viking-Training-Camp.html	../../../.././../../../Assets/Attraction-Images/Epic-Universe/viking-training-camp.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Epic-Universe/viking-training-camp.jpg	404
Universal/Parks/Universal-Epic-Universe/Attractions/Harry-Potter-and-the-Battle-at-the-Ministry.html	../../../.././../../../Assets/Attraction-Images/Epic-Universe/harry-potter-and-the-battle-at-the-ministry.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Epic-Universe/harry-potter-and-the-battle-at-the-ministry.jpg	404
Universal/Parks/Universal-Epic-Universe/Attractions/Yoshi's-Adventure.html	../../../.././../../../../Assets/Attraction-Images/Epic-Universe/yoshis-adventure.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Epic-Universe/yoshis-adventure.jpg	404
Universal/Parks/Universal-Epic-Universe/Attractions/Darkmoor-Monster-Makeup-Experience.html	../../../.././../../../Assets/Attraction-Images/Epic-Universe/darkmoor-monster-makeup-experience.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Epic-Universe/darkmoor-monster-makeup-experience.jpg	404
Universal/Parks/Universal-Epic-Universe/Attractions/Mine-Cart-Madness.html	../../../.././../../../Assets/Attraction-Images/Epic-Universe/mine-cart-madness.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Epic-Universe/mine-cart-madness.jpg	404
Universal/Parks/Universal-Epic-Universe/Attractions/Constellation-Carousel.html	../../../.././../../../Assets/Attraction-Images/Epic-Universe/constellation-carousel.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Epic-Universe/constellation-carousel.jpg	404
Universal/Parks/Universal-Epic-Universe/Attractions/Ranked.html	../../../.././../../../Assets/Attraction-Images/Epic-Universe/ranked.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Epic-Universe/ranked.jpg	404
Universal/Parks/Universal-Epic-Universe/Attractions/Curse-of-the-Werewolf.html	../../../.././../../../Assets/Attraction-Images/Epic-Universe/curse-of-the-werewolf.jpg	https://rodrigofalco.github.io/Assets/Attraction-Images/Epic-Universe/curse-of-the-werewolf.jpg	404
Universal/Parks/Universal-Epic-Universe/Attractions/Bowser-Jr.-Challenge.html	../../../.././../../../Assets/Attraction-Images/Epic-Universe/bowser-jr-challenge.png	https://rodrigofalco.github.io/Assets/Attraction-Images/Epic-Universe/bowser-jr-challenge.png	404
